LEAID,LEA_NAME,SCH_NAME,GRADE_LEVEL,ENROLLMENT,DISTRICT_POVERTY_RATE
5309720,West Valley School District (Yakima),WEST VALLEY VIRTUAL ACADEMY 9-12,09,36.0,0.392
5309720,West Valley School District (Yakima),WEST VALLEY VIRTUAL ACADEMY 9-12,10,44.0,0.392
5309720,West Valley School District (Yakima),WEST VALLEY VIRTUAL ACADEMY 9-12,11,54.0,0.392
5309720,West Valley School District (Yakima),WEST VALLEY VIRTUAL ACADEMY 9-12,12,51.0,0.392
5309720,West Valley School District (Yakima),WEST VALLEY VIRTUAL ACADEMY 9-12,AE,,0.392
5309720,West Valley School District (Yakima),WEST VALLEY VIRTUAL ACADEMY 9-12,UG,,0.392
5309720,West Valley School District (Yakima),West Valley High School,09,413.0,0.392
5309720,West Valley School District (Yakima),West Valley High School,10,370.0,0.392
5309720,West Valley School District (Yakima),West Valley High School,11,372.0,0.392
5309720,West Valley School District (Yakima),West Valley High School,12,384.0,0.392
5309720,West Valley School District (Yakima),West Valley High School,AE,,0.392
5309720,West Valley School District (Yakima),West Valley High School,UG,,0.392
5309750,White Pass School District,White Pass Jr. Sr. High School,09,23.0,0.62
5309750,White Pass School District,White Pass Jr. Sr. High School,10,42.0,0.62
5309750,White Pass School District,White Pass Jr. Sr. High School,11,23.0,0.62
5309750,White Pass School District,White Pass Jr. Sr. High School,12,27.0,0.62
5309750,White Pass School District,White Pass Jr. Sr. High School,AE,,0.62
5309750,White Pass School District,White Pass Jr. Sr. High School,UG,,0.62
5309780,White River School District,White River High School,09,313.0,0.246
5309780,White River School District,White River High School,10,273.0,0.246
5309780,White River School District,White River High School,11,306.0,0.246
5309780,White River School District,White River High School,12,285.0,0.246
5309780,White River School District,White River High School,AE,,0.246
5309780,White River School District,White River High School,UG,,0.246
5309810,White Salmon Valley School District,Columbia High School,09,84.0,0.385
5309810,White Salmon Valley School District,Columbia High School,10,69.0,0.385
5309810,White Salmon Valley School District,Columbia High School,11,95.0,0.385
5309810,White Salmon Valley School District,Columbia High School,12,82.0,0.385
5309810,White Salmon Valley School District,Columbia High School,AE,,0.385
5309810,White Salmon Valley School District,Columbia High School,UG,,0.385
5309840,Wilbur School District,Wilbur Secondary School,09,24.0,0.457
5309840,Wilbur School District,Wilbur Secondary School,10,24.0,0.457
5309840,Wilbur School District,Wilbur Secondary School,11,27.0,0.457
5309840,Wilbur School District,Wilbur Secondary School,12,18.0,0.457
5309840,Wilbur School District,Wilbur Secondary School,AE,,0.457
5309840,Wilbur School District,Wilbur Secondary School,UG,,0.457
5309870,Willapa Valley School District,Willapa Valley Middle-High,09,23.0,0.392
5309870,Willapa Valley School District,Willapa Valley Middle-High,10,31.0,0.392
5309870,Willapa Valley School District,Willapa Valley Middle-High,11,38.0,0.392
5309870,Willapa Valley School District,Willapa Valley Middle-High,12,21.0,0.392
5309870,Willapa Valley School District,Willapa Valley Middle-High,AE,,0.392
5309870,Willapa Valley School District,Willapa Valley Middle-High,UG,,0.392
5309930,Winlock School District,Winlock Senior High,09,60.0,0.71
5309930,Winlock School District,Winlock Senior High,10,50.0,0.71
5309930,Winlock School District,Winlock Senior High,11,42.0,0.71
5309930,Winlock School District,Winlock Senior High,12,48.0,0.71
5309930,Winlock School District,Winlock Senior High,AE,,0.71
5309930,Winlock School District,Winlock Senior High,UG,,0.71
5310050,Woodland School District,Woodland Alternative School,09,15.0,0.415
5310050,Woodland School District,Woodland Alternative School,10,43.0,0.415
5310050,Woodland School District,Woodland Alternative School,11,49.0,0.415
5310050,Woodland School District,Woodland Alternative School,12,52.0,0.415
5310050,Woodland School District,Woodland Alternative School,AE,,0.415
5310050,Woodland School District,Woodland Alternative School,UG,,0.415
5310050,Woodland School District,Woodland High School,09,151.0,0.415
5310050,Woodland School District,Woodland High School,10,172.0,0.415
5310050,Woodland School District,Woodland High School,11,139.0,0.415
5310050,Woodland School District,Woodland High School,12,159.0,0.415
5310050,Woodland School District,Woodland High School,AE,,0.415
5310050,Woodland School District,Woodland High School,UG,,0.415
5310110,Yakima School District,Davis High School,09,747.0,0.739
5310110,Yakima School District,Davis High School,10,652.0,0.739
5310110,Yakima School District,Davis High School,11,610.0,0.739
5310110,Yakima School District,Davis High School,12,541.0,0.739
5310110,Yakima School District,Davis High School,AE,,0.739
5310110,Yakima School District,Davis High School,UG,,0.739
5310110,Yakima School District,Eisenhower High School,09,489.0,0.739
5310110,Yakima School District,Eisenhower High School,10,456.0,0.739
5310110,Yakima School District,Eisenhower High School,11,493.0,0.739
5310110,Yakima School District,Eisenhower High School,12,468.0,0.739
5310110,Yakima School District,Eisenhower High School,AE,,0.739
5310110,Yakima School District,Eisenhower High School,UG,,0.739
5310110,Yakima School District,Stanton Academy,09,18.0,0.739
5310110,Yakima School District,Stanton Academy,10,70.0,0.739
5310110,Yakima School District,Stanton Academy,11,68.0,0.739
5310110,Yakima School District,Stanton Academy,12,127.0,0.739
5310110,Yakima School District,Stanton Academy,AE,,0.739
5310110,Yakima School District,Stanton Academy,UG,,0.739
5310110,Yakima School District,Yakima Online,09,18.0,0.739
5310110,Yakima School District,Yakima Online,10,27.0,0.739
5310110,Yakima School District,Yakima Online,11,35.0,0.739
5310110,Yakima School District,Yakima Online,12,42.0,0.739
5310110,Yakima School District,Yakima Online,AE,,0.739
5310110,Yakima School District,Yakima Online,UG,,0.739
5310110,Yakima School District,Yakima Open Doors,09,0.0,0.739
5310110,Yakima School District,Yakima Open Doors,10,5.0,0.739
5310110,Yakima School District,Yakima Open Doors,11,37.0,0.739
5310110,Yakima School District,Yakima Open Doors,12,78.0,0.739
5310110,Yakima School District,Yakima Open Doors,AE,,0.739
5310110,Yakima School District,Yakima Open Doors,UG,,0.739
5310140,Yelm School District,Yelm High School 12,09,430.0,0.407
5310140,Yelm School District,Yelm High School 12,10,410.0,0.407
5310140,Yelm School District,Yelm High School 12,11,359.0,0.407
5310140,Yelm School District,Yelm High School 12,12,380.0,0.407
5310140,Yelm School District,Yelm High School 12,AE,,0.407
5310140,Yelm School District,Yelm High School 12,UG,,0.407
5310170,Zillah School District,Zillah High School,09,117.0,0.528
5310170,Zillah School District,Zillah High School,10,93.0,0.528
5310170,Zillah School District,Zillah High School,11,115.0,0.528
5310170,Zillah School District,Zillah High School,12,118.0,0.528
5310170,Zillah School District,Zillah High School,AE,,0.528
5310170,Zillah School District,Zillah High School,UG,,0.528
5900057,Yakama Nation Tribal School,Yakama Nation Tribal School,09,23.0,1.0
5900057,Yakama Nation Tribal School,Yakama Nation Tribal School,10,29.0,1.0
5900057,Yakama Nation Tribal School,Yakama Nation Tribal School,11,33.0,1.0
5900057,Yakama Nation Tribal School,Yakama Nation Tribal School,12,35.0,1.0
5900057,Yakama Nation Tribal School,Yakama Nation Tribal School,AE,,1.0
5900057,Yakama Nation Tribal School,Yakama Nation Tribal School,UG,,1.0
5900115,LUMMI HIGH SCHOOL,LUMMI HIGH SCHOOL,09,32.0,1.0
5900115,LUMMI HIGH SCHOOL,LUMMI HIGH SCHOOL,10,26.0,1.0
5900115,LUMMI HIGH SCHOOL,LUMMI HIGH SCHOOL,11,28.0,1.0
5900115,LUMMI HIGH SCHOOL,LUMMI HIGH SCHOOL,12,34.0,1.0
5900115,LUMMI HIGH SCHOOL,LUMMI HIGH SCHOOL,AE,,1.0
5900115,LUMMI HIGH SCHOOL,LUMMI HIGH SCHOOL,UG,,1.0
