LEAID,LEA_NAME,SCH_NAME,GRADE_LEVEL,ENROLLMENT
5306180,Olympia School District,Avanti High School,12,40.0
5306180,Olympia School District,Avanti High School,AE,
5306180,Olympia School District,Avanti High School,UG,
5306180,Olympia School District,Capital High School,09,363.0
5306180,Olympia School District,Capital High School,10,342.0
5306180,Olympia School District,Capital High School,11,320.0
5306180,Olympia School District,Capital High School,12,343.0
5306180,Olympia School District,Capital High School,AE,
5306180,Olympia School District,Capital High School,UG,
5306180,Olympia School District,Olympia High School,09,442.0
5306180,Olympia School District,Olympia High School,10,494.0
5306180,Olympia School District,Olympia High School,11,481.0
5306180,Olympia School District,Olympia High School,12,456.0
5306180,Olympia School District,Olympia High School,AE,
5306180,Olympia School District,Olympia High School,UG,
5306220,Omak School District,Omak High School,09,145.0
5306220,Omak School District,Omak High School,10,112.0
5306220,Omak School District,Omak High School,11,98.0
5306220,Omak School District,Omak High School,12,72.0
5306220,Omak School District,Omak High School,AE,
5306220,Omak School District,Omak High School,UG,
5306220,Omak School District,Washington Virtual Academy Omak High School,09,646.0
5306220,Omak School District,Washington Virtual Academy Omak High School,10,532.0
5306220,Omak School District,Washington Virtual Academy Omak High School,11,354.0
5306220,Omak School District,Washington Virtual Academy Omak High School,12,290.0
5306220,Omak School District,Washington Virtual Academy Omak High School,AE,
5306220,Omak School District,Washington Virtual Academy Omak High School,UG,
5306240,Onalaska School District,Onalaska High School,09,71.0
5306240,Onalaska School District,Onalaska High School,10,49.0
5306240,Onalaska School District,Onalaska High School,11,75.0
5306240,Onalaska School District,Onalaska High School,12,49.0
5306240,Onalaska School District,Onalaska High School,AE,
5306240,Onalaska School District,Onalaska High School,UG,
5306300,Orcas Island School District,Orcas Island High School,09,34.0
5306300,Orcas Island School District,Orcas Island High School,10,36.0
5306300,Orcas Island School District,Orcas Island High School,11,29.0
5306300,Orcas Island School District,Orcas Island High School,12,31.0
5306300,Orcas Island School District,Orcas Island High School,AE,
5306300,Orcas Island School District,Orcas Island High School,UG,
5306420,Oroville School District,Oroville Middle-High School,09,49.0
5306420,Oroville School District,Oroville Middle-High School,10,47.0
5306420,Oroville School District,Oroville Middle-High School,11,37.0
5306420,Oroville School District,Oroville Middle-High School,12,50.0
5306420,Oroville School District,Oroville Middle-High School,AE,
5306420,Oroville School District,Oroville Middle-High School,UG,
5306450,Orting School District,Orting High School,09,194.0
5306450,Orting School District,Orting High School,10,163.0
5306450,Orting School District,Orting High School,11,165.0
5306450,Orting School District,Orting High School,12,143.0
5306450,Orting School District,Orting High School,AE,
5306450,Orting School District,Orting High School,UG,
5306450,Orting School District,Orting Secondary Online Academy,09,19.0
5306450,Orting School District,Orting Secondary Online Academy,10,28.0
5306450,Orting School District,Orting Secondary Online Academy,11,23.0
5306450,Orting School District,Orting Secondary Online Academy,12,41.0
5306450,Orting School District,Orting Secondary Online Academy,AE,
5306450,Orting School District,Orting Secondary Online Academy,UG,
5306480,Othello School District,Desert Oasis High School,09,1.0
5306480,Othello School District,Desert Oasis High School,10,28.0
5306480,Othello School District,Desert Oasis High School,11,36.0
5306480,Othello School District,Desert Oasis High School,12,51.0
5306480,Othello School District,Desert Oasis High School,AE,
5306480,Othello School District,Desert Oasis High School,UG,
5306480,Othello School District,Othello High School,09,342.0
5306480,Othello School District,Othello High School,10,323.0
5306480,Othello School District,Othello High School,11,270.0
5306480,Othello School District,Othello High School,12,278.0
5306480,Othello School District,Othello High School,AE,
5306480,Othello School District,Othello High School,UG,
5306570,Pasco School District,Chiawana Senior High School,09,824.0
5306570,Pasco School District,Chiawana Senior High School,10,806.0
5306570,Pasco School District,Chiawana Senior High School,11,737.0
5306570,Pasco School District,Chiawana Senior High School,12,740.0
5306570,Pasco School District,Chiawana Senior High School,AE,
5306570,Pasco School District,Chiawana Senior High School,UG,
5306570,Pasco School District,New Horizons High School,09,0.0
5306570,Pasco School District,New Horizons High School,10,6.0
5306570,Pasco School District,New Horizons High School,11,25.0
5306570,Pasco School District,New Horizons High School,12,164.0
5306570,Pasco School District,New Horizons High School,AE,
5306570,Pasco School District,New Horizons High School,UG,
5306570,Pasco School District,Pasco Senior High School,09,648.0
5306570,Pasco School District,Pasco Senior High School,10,625.0
5306570,Pasco School District,Pasco Senior High School,11,571.0
5306570,Pasco School District,Pasco Senior High School,12,577.0
5306570,Pasco School District,Pasco Senior High School,AE,
5306570,Pasco School District,Pasco Senior High School,UG,
5306600,Pateros School District,Pateros High School,09,26.0
5306600,Pateros School District,Pateros High School,10,23.0
5306600,Pateros School District,Pateros High School,11,23.0
5306600,Pateros School District,Pateros High School,12,29.0
5306600,Pateros School District,Pateros High School,AE,
5306600,Pateros School District,Pateros High School,UG,
5306690,Peninsula School District,Gig Harbor High,09,369.0
5306690,Peninsula School District,Gig Harbor High,10,365.0
5306690,Peninsula School District,Gig Harbor High,11,360.0
5306690,Peninsula School District,Gig Harbor High,12,384.0
5306690,Peninsula School District,Gig Harbor High,AE,
5306690,Peninsula School District,Gig Harbor High,UG,
5306690,Peninsula School District,Peninsula High School,09,374.0
5306690,Peninsula School District,Peninsula High School,10,379.0
5306690,Peninsula School District,Peninsula High School,11,384.0
5306690,Peninsula School District,Peninsula High School,12,340.0
5306690,Peninsula School District,Peninsula High School,AE,
5306690,Peninsula School District,Peninsula High School,UG,
5306780,Pomeroy School District,Pomeroy Jr Sr High School,09,33.0
5306780,Pomeroy School District,Pomeroy Jr Sr High School,10,20.0
5306780,Pomeroy School District,Pomeroy Jr Sr High School,11,22.0
5306780,Pomeroy School District,Pomeroy Jr Sr High School,12,21.0
5306780,Pomeroy School District,Pomeroy Jr Sr High School,AE,
5306780,Pomeroy School District,Pomeroy Jr Sr High School,UG,
5306820,Port Angeles School District,Port Angeles High School,09,224.0
5306820,Port Angeles School District,Port Angeles High School,10,195.0
5306820,Port Angeles School District,Port Angeles High School,11,214.0
5306820,Port Angeles School District,Port Angeles High School,12,234.0
5306820,Port Angeles School District,Port Angeles High School,AE,
5306820,Port Angeles School District,Port Angeles High School,UG,
5306840,Port Townsend School District,Port Townsend High School,09,98.0
5306840,Port Townsend School District,Port Townsend High School,10,113.0
5306840,Port Townsend School District,Port Townsend High School,11,83.0
5306840,Port Townsend School District,Port Townsend High School,12,82.0
5306840,Port Townsend School District,Port Townsend High School,AE,
5306840,Port Townsend School District,Port Townsend High School,UG,
5306870,Prescott School District,Prescott Jr Sr High,09,20.0
5306870,Prescott School District,Prescott Jr Sr High,10,20.0
5306870,Prescott School District,Prescott Jr Sr High,11,11.0
5306870,Prescott School District,Prescott Jr Sr High,12,21.0
5306870,Prescott School District,Prescott Jr Sr High,AE,
5306870,Prescott School District,Prescott Jr Sr High,UG,
5306900,Prosser School District,Prosser High School,09,206.0
5306900,Prosser School District,Prosser High School,10,216.0
5306900,Prosser School District,Prosser High School,11,236.0
5306900,Prosser School District,Prosser High School,12,234.0
5306900,Prosser School District,Prosser High School,AE,
5306900,Prosser School District,Prosser High School,UG,
5306930,Pullman School District,Pullman High School,09,209.0
5306930,Pullman School District,Pullman High School,10,216.0
5306930,Pullman School District,Pullman High School,11,186.0
5306930,Pullman School District,Pullman High School,12,196.0
5306930,Pullman School District,Pullman High School,AE,
5306930,Pullman School District,Pullman High School,UG,
5306960,Puyallup School District,E B Walker High School,09,3.0
5306960,Puyallup School District,E B Walker High School,10,17.0
5306960,Puyallup School District,E B Walker High School,11,29.0
5306960,Puyallup School District,E B Walker High School,12,53.0
5306960,Puyallup School District,E B Walker High School,AE,
5306960,Puyallup School District,E B Walker High School,UG,
5306960,Puyallup School District,Emerald Ridge High School,09,3.0
5306960,Puyallup School District,Emerald Ridge High School,10,494.0
5306960,Puyallup School District,Emerald Ridge High School,11,448.0
5306960,Puyallup School District,Emerald Ridge High School,12,487.0
5306960,Puyallup School District,Emerald Ridge High School,AE,
5306960,Puyallup School District,Emerald Ridge High School,UG,
5306960,Puyallup School District,Gov John Rogers High School,09,0.0
5306960,Puyallup School District,Gov John Rogers High School,10,565.0
5306960,Puyallup School District,Gov John Rogers High School,11,601.0
5306960,Puyallup School District,Gov John Rogers High School,12,554.0
5306960,Puyallup School District,Gov John Rogers High School,AE,
5306960,Puyallup School District,Gov John Rogers High School,UG,
5306960,Puyallup School District,Puyallup High School,09,
5306960,Puyallup School District,Puyallup High School,10,571.0
5306960,Puyallup School District,Puyallup High School,11,606.0
5306960,Puyallup School District,Puyallup High School,12,625.0
5306960,Puyallup School District,Puyallup High School,AE,
5306960,Puyallup School District,Puyallup High School,UG,
5307020,Quillayute Valley School District,Forks High School,09,68.0
5307020,Quillayute Valley School District,Forks High School,10,84.0
5307020,Quillayute Valley School District,Forks High School,11,65.0
5307020,Quillayute Valley School District,Forks High School,12,81.0
5307020,Quillayute Valley School District,Forks High School,AE,
5307020,Quillayute Valley School District,Forks High School,UG,
5307020,Quillayute Valley School District,Insight School of Washington,09,208.0
5307020,Quillayute Valley School District,Insight School of Washington,10,496.0
5307020,Quillayute Valley School District,Insight School of Washington,11,664.0
5307020,Quillayute Valley School District,Insight School of Washington,12,1005.0
5307020,Quillayute Valley School District,Insight School of Washington,AE,
5307020,Quillayute Valley School District,Insight School of Washington,UG,
5307080,Quincy School District,Quincy High School,09,234.0
5307080,Quincy School District,Quincy High School,10,191.0
5307080,Quincy School District,Quincy High School,11,216.0
5307080,Quincy School District,Quincy High School,12,194.0
5307080,Quincy School District,Quincy High School,AE,
5307080,Quincy School District,Quincy High School,UG,
5307110,Rainier School District,Rainier Senior High School,09,61.0
5307110,Rainier School District,Rainier Senior High School,10,77.0
5307110,Rainier School District,Rainier Senior High School,11,60.0
5307110,Rainier School District,Rainier Senior High School,12,44.0
5307110,Rainier School District,Rainier Senior High School,AE,
5307110,Rainier School District,Rainier Senior High School,UG,
5307140,Raymond School District,Raymond Jr Sr High School,09,47.0
5307140,Raymond School District,Raymond Jr Sr High School,10,46.0
5307140,Raymond School District,Raymond Jr Sr High School,11,46.0
5307140,Raymond School District,Raymond Jr Sr High School,12,40.0
5307140,Raymond School District,Raymond Jr Sr High School,AE,
5307140,Raymond School District,Raymond Jr Sr High School,UG,
5307210,Reardan-Edwall School District,Reardan Middle-Senior High School,09,57.0
5307210,Reardan-Edwall School District,Reardan Middle-Senior High School,10,49.0
5307210,Reardan-Edwall School District,Reardan Middle-Senior High School,11,57.0
5307210,Reardan-Edwall School District,Reardan Middle-Senior High School,12,53.0
5307210,Reardan-Edwall School District,Reardan Middle-Senior High School,AE,
5307210,Reardan-Edwall School District,Reardan Middle-Senior High School,UG,
5307230,Renton School District,Hazen Senior High School,09,476.0
5307230,Renton School District,Hazen Senior High School,10,462.0
5307230,Renton School District,Hazen Senior High School,11,452.0
5307230,Renton School District,Hazen Senior High School,12,427.0
5307230,Renton School District,Hazen Senior High School,AE,
5307230,Renton School District,Hazen Senior High School,UG,
5307230,Renton School District,Lindbergh Senior High School,09,318.0
5307230,Renton School District,Lindbergh Senior High School,10,298.0
5307230,Renton School District,Lindbergh Senior High School,11,296.0
5307230,Renton School District,Lindbergh Senior High School,12,297.0
5307230,Renton School District,Lindbergh Senior High School,AE,
5307230,Renton School District,Lindbergh Senior High School,UG,
5307230,Renton School District,Renton Senior High School,09,303.0
5307230,Renton School District,Renton Senior High School,10,317.0
5307230,Renton School District,Renton Senior High School,11,283.0
5307230,Renton School District,Renton Senior High School,12,291.0
5307230,Renton School District,Renton Senior High School,AE,
5307230,Renton School District,Renton Senior High School,UG,
5307230,Renton School District,Talley High School,09,7.0
5307230,Renton School District,Talley High School,10,22.0
5307230,Renton School District,Talley High School,11,70.0
5307230,Renton School District,Talley High School,12,168.0
5307230,Renton School District,Talley High School,AE,
5307230,Renton School District,Talley High School,UG,
5307260,Republic School District,Republic Senior High School,09,26.0
5307260,Republic School District,Republic Senior High School,10,29.0
5307260,Republic School District,Republic Senior High School,11,25.0
5307260,Republic School District,Republic Senior High School,12,20.0
5307260,Republic School District,Republic Senior High School,AE,
5307260,Republic School District,Republic Senior High School,UG,
5307320,Richland School District,Hanford High School,09,493.0
5307320,Richland School District,Hanford High School,10,441.0
5307320,Richland School District,Hanford High School,11,519.0
5307320,Richland School District,Hanford High School,12,540.0
5307320,Richland School District,Hanford High School,AE,
5307320,Richland School District,Hanford High School,UG,
5307320,Richland School District,Richland High School,09,571.0
5307320,Richland School District,Richland High School,10,506.0
5307320,Richland School District,Richland High School,11,471.0
5307320,Richland School District,Richland High School,12,497.0
5307320,Richland School District,Richland High School,AE,
5307320,Richland School District,Richland High School,UG,
5307320,Richland School District,Rivers Edge High School,09,6.0
5307320,Richland School District,Rivers Edge High School,10,25.0
5307320,Richland School District,Rivers Edge High School,11,58.0
5307320,Richland School District,Rivers Edge High School,12,146.0
5307320,Richland School District,Rivers Edge High School,AE,
5307320,Richland School District,Rivers Edge High School,UG,
5307350,Ridgefield School District,Ridgefield High School,09,272.0
5307350,Ridgefield School District,Ridgefield High School,10,218.0
5307350,Ridgefield School District,Ridgefield High School,11,259.0
5307350,Ridgefield School District,Ridgefield High School,12,229.0
5307350,Ridgefield School District,Ridgefield High School,AE,
5307350,Ridgefield School District,Ridgefield High School,UG,
5307440,Riverside School District,Riverside High School,09,111.0
5307440,Riverside School District,Riverside High School,10,99.0
5307440,Riverside School District,Riverside High School,11,112.0
5307440,Riverside School District,Riverside High School,12,105.0
5307440,Riverside School District,Riverside High School,AE,
5307440,Riverside School District,Riverside High School,UG,
5307470,Rochester School District,Rochester High School,09,162.0
5307470,Rochester School District,Rochester High School,10,156.0
5307470,Rochester School District,Rochester High School,11,161.0
5307470,Rochester School District,Rochester High School,12,154.0
5307470,Rochester School District,Rochester High School,AE,
5307470,Rochester School District,Rochester High School,UG,
5307620,Royal School District,Royal High School,09,138.0
5307620,Royal School District,Royal High School,10,120.0
5307620,Royal School District,Royal High School,11,138.0
5307620,Royal School District,Royal High School,12,110.0
5307620,Royal School District,Royal High School,AE,
5307620,Royal School District,Royal High School,UG,
5307650,San Juan Island School District,Friday Harbor High School,09,63.0
5307650,San Juan Island School District,Friday Harbor High School,10,72.0
5307650,San Juan Island School District,Friday Harbor High School,11,54.0
5307650,San Juan Island School District,Friday Harbor High School,12,47.0
5307650,San Juan Island School District,Friday Harbor High School,AE,
5307650,San Juan Island School District,Friday Harbor High School,UG,
5307710,Seattle School District No. 1,Ballard High School,09,416.0
5307710,Seattle School District No. 1,Ballard High School,10,417.0
5307710,Seattle School District No. 1,Ballard High School,11,429.0
5307710,Seattle School District No. 1,Ballard High School,12,493.0
5307710,Seattle School District No. 1,Ballard High School,AE,
5307710,Seattle School District No. 1,Ballard High School,UG,
5307710,Seattle School District No. 1,Chief Sealth International High School,09,311.0
5307710,Seattle School District No. 1,Chief Sealth International High School,10,326.0
5307710,Seattle School District No. 1,Chief Sealth International High School,11,239.0
5307710,Seattle School District No. 1,Chief Sealth International High School,12,259.0
5307710,Seattle School District No. 1,Chief Sealth International High School,AE,
5307710,Seattle School District No. 1,Chief Sealth International High School,UG,
5307710,Seattle School District No. 1,Cleveland High School STEM,09,229.0
5307710,Seattle School District No. 1,Cleveland High School STEM,10,234.0
5307710,Seattle School District No. 1,Cleveland High School STEM,11,235.0
5307710,Seattle School District No. 1,Cleveland High School STEM,12,223.0
5307710,Seattle School District No. 1,Cleveland High School STEM,AE,
5307710,Seattle School District No. 1,Cleveland High School STEM,UG,
5307710,Seattle School District No. 1,Franklin High School,09,295.0
5307710,Seattle School District No. 1,Franklin High School,10,288.0
5307710,Seattle School District No. 1,Franklin High School,11,323.0
5307710,Seattle School District No. 1,Franklin High School,12,333.0
5307710,Seattle School District No. 1,Franklin High School,AE,
5307710,Seattle School District No. 1,Franklin High School,UG,
5307710,Seattle School District No. 1,Garfield High School,09,411.0
5307710,Seattle School District No. 1,Garfield High School,10,411.0
5307710,Seattle School District No. 1,Garfield High School,11,423.0
5307710,Seattle School District No. 1,Garfield High School,12,484.0
5307710,Seattle School District No. 1,Garfield High School,AE,
5307710,Seattle School District No. 1,Garfield High School,UG,
5307710,Seattle School District No. 1,Ingraham High School,09,373.0
5307710,Seattle School District No. 1,Ingraham High School,10,362.0
5307710,Seattle School District No. 1,Ingraham High School,11,376.0
5307710,Seattle School District No. 1,Ingraham High School,12,372.0
5307710,Seattle School District No. 1,Ingraham High School,AE,
5307710,Seattle School District No. 1,Ingraham High School,UG,
5307710,Seattle School District No. 1,Interagency Open Doors,09,0.0
5307710,Seattle School District No. 1,Interagency Open Doors,10,4.0
5307710,Seattle School District No. 1,Interagency Open Doors,11,18.0
5307710,Seattle School District No. 1,Interagency Open Doors,12,123.0
5307710,Seattle School District No. 1,Interagency Open Doors,AE,
5307710,Seattle School District No. 1,Interagency Open Doors,UG,
5307710,Seattle School District No. 1,Interagency Programs,09,5.0
5307710,Seattle School District No. 1,Interagency Programs,10,27.0
5307710,Seattle School District No. 1,Interagency Programs,11,62.0
5307710,Seattle School District No. 1,Interagency Programs,12,232.0
5307710,Seattle School District No. 1,Interagency Programs,AE,
5307710,Seattle School District No. 1,Interagency Programs,UG,
5307710,Seattle School District No. 1,Lincoln High School,09,397.0
5307710,Seattle School District No. 1,Lincoln High School,10,394.0
5307710,Seattle School District No. 1,Lincoln High School,11,187.0
5307710,Seattle School District No. 1,Lincoln High School,12,0.0
5307710,Seattle School District No. 1,Lincoln High School,AE,
5307710,Seattle School District No. 1,Lincoln High School,UG,
5307710,Seattle School District No. 1,Nathan Hale High School,09,282.0
5307710,Seattle School District No. 1,Nathan Hale High School,10,271.0
5307710,Seattle School District No. 1,Nathan Hale High School,11,298.0
5307710,Seattle School District No. 1,Nathan Hale High School,12,292.0
5307710,Seattle School District No. 1,Nathan Hale High School,AE,
5307710,Seattle School District No. 1,Nathan Hale High School,UG,
5307710,Seattle School District No. 1,Nova High School,09,41.0
5307710,Seattle School District No. 1,Nova High School,10,45.0
5307710,Seattle School District No. 1,Nova High School,11,69.0
5307710,Seattle School District No. 1,Nova High School,12,72.0
5307710,Seattle School District No. 1,Nova High School,AE,
5307710,Seattle School District No. 1,Nova High School,UG,
5307710,Seattle School District No. 1,Rainier Beach High School,09,192.0
5307710,Seattle School District No. 1,Rainier Beach High School,10,203.0
5307710,Seattle School District No. 1,Rainier Beach High School,11,196.0
5307710,Seattle School District No. 1,Rainier Beach High School,12,190.0
5307710,Seattle School District No. 1,Rainier Beach High School,AE,
5307710,Seattle School District No. 1,Rainier Beach High School,UG,
5307710,Seattle School District No. 1,Roosevelt High School,09,389.0
5307710,Seattle School District No. 1,Roosevelt High School,10,395.0
5307710,Seattle School District No. 1,Roosevelt High School,11,413.0
5307710,Seattle School District No. 1,Roosevelt High School,12,512.0
5307710,Seattle School District No. 1,Roosevelt High School,AE,
5307710,Seattle School District No. 1,Roosevelt High School,UG,
5307710,Seattle School District No. 1,Seattle World School,09,30.0
5307710,Seattle School District No. 1,Seattle World School,10,78.0
5307710,Seattle School District No. 1,Seattle World School,11,67.0
5307710,Seattle School District No. 1,Seattle World School,12,84.0
5307710,Seattle School District No. 1,Seattle World School,AE,
5307710,Seattle School District No. 1,Seattle World School,UG,
5307710,Seattle School District No. 1,The Center School,09,60.0
5307710,Seattle School District No. 1,The Center School,10,81.0
5307710,Seattle School District No. 1,The Center School,11,60.0
5307710,Seattle School District No. 1,The Center School,12,50.0
5307710,Seattle School District No. 1,The Center School,AE,
5307710,Seattle School District No. 1,The Center School,UG,
5307710,Seattle School District No. 1,West Seattle High School,09,289.0
5307710,Seattle School District No. 1,West Seattle High School,10,304.0
5307710,Seattle School District No. 1,West Seattle High School,11,262.0
5307710,Seattle School District No. 1,West Seattle High School,12,284.0
5307710,Seattle School District No. 1,West Seattle High School,AE,
5307710,Seattle School District No. 1,West Seattle High School,UG,
5307740,Sedro-Woolley School District,Sedro Woolley Senior High School,09,339.0
5307740,Sedro-Woolley School District,Sedro Woolley Senior High School,10,325.0
5307740,Sedro-Woolley School District,Sedro Woolley Senior High School,11,282.0
5307740,Sedro-Woolley School District,Sedro Woolley Senior High School,12,288.0
5307740,Sedro-Woolley School District,Sedro Woolley Senior High School,AE,
5307740,Sedro-Woolley School District,Sedro Woolley Senior High School,UG,
5307740,Sedro-Woolley School District,State Street High School,09,5.0
5307740,Sedro-Woolley School District,State Street High School,10,10.0
5307740,Sedro-Woolley School District,State Street High School,11,27.0
5307740,Sedro-Woolley School District,State Street High School,12,122.0
5307740,Sedro-Woolley School District,State Street High School,AE,
5307740,Sedro-Woolley School District,State Street High School,UG,
5307770,Selah School District,Selah High School,09,256.0
5307770,Selah School District,Selah High School,10,267.0
5307770,Selah School District,Selah High School,11,293.0
5307770,Selah School District,Selah High School,12,250.0
5307770,Selah School District,Selah High School,AE,
5307770,Selah School District,Selah High School,UG,
5307830,Sequim School District,Sequim Senior High,09,194.0
5307830,Sequim School District,Sequim Senior High,10,186.0
5307830,Sequim School District,Sequim Senior High,11,215.0
5307830,Sequim School District,Sequim Senior High,12,217.0
5307830,Sequim School District,Sequim Senior High,AE,
5307830,Sequim School District,Sequim Senior High,UG,
5307900,Shelton School District,Choice Middle and High School,09,12.0
5307900,Shelton School District,Choice Middle and High School,10,21.0
5307900,Shelton School District,Choice Middle and High School,11,23.0
5307900,Shelton School District,Choice Middle and High School,12,72.0
5307900,Shelton School District,Choice Middle and High School,AE,
5307900,Shelton School District,Choice Middle and High School,UG,
5307900,Shelton School District,Shelton High School,09,432.0
5307900,Shelton School District,Shelton High School,10,392.0
5307900,Shelton School District,Shelton High School,11,380.0
5307900,Shelton School District,Shelton High School,12,333.0
5307900,Shelton School District,Shelton High School,AE,
5307900,Shelton School District,Shelton High School,UG,
5307920,Shoreline School District,Shorecrest High School,09,362.0
5307920,Shoreline School District,Shorecrest High School,10,376.0
5307920,Shoreline School District,Shorecrest High School,11,380.0
5307920,Shoreline School District,Shorecrest High School,12,377.0
5307920,Shoreline School District,Shorecrest High School,AE,
5307920,Shoreline School District,Shorecrest High School,UG,
5307920,Shoreline School District,Shorewood High School,09,362.0
5307920,Shoreline School District,Shorewood High School,10,368.0
5307920,Shoreline School District,Shorewood High School,11,400.0
5307920,Shoreline School District,Shorewood High School,12,393.0
5307920,Shoreline School District,Shorewood High School,AE,
5307920,Shoreline School District,Shorewood High School,UG,
5308020,Snohomish School District,AIM High School,09,15.0
5308020,Snohomish School District,AIM High School,10,15.0
5308020,Snohomish School District,AIM High School,11,45.0
5308020,Snohomish School District,AIM High School,12,83.0
5308020,Snohomish School District,AIM High School,AE,
5308020,Snohomish School District,AIM High School,UG,
5308020,Snohomish School District,Glacier Peak High School,09,426.0
5308020,Snohomish School District,Glacier Peak High School,10,392.0
5308020,Snohomish School District,Glacier Peak High School,11,462.0
5308020,Snohomish School District,Glacier Peak High School,12,439.0
5308020,Snohomish School District,Glacier Peak High School,AE,
5308020,Snohomish School District,Glacier Peak High School,UG,
5308020,Snohomish School District,Snohomish High School,09,400.0
5308020,Snohomish School District,Snohomish High School,10,403.0
5308020,Snohomish School District,Snohomish High School,11,377.0
5308020,Snohomish School District,Snohomish High School,12,419.0
5308020,Snohomish School District,Snohomish High School,AE,
5308020,Snohomish School District,Snohomish High School,UG,
5308040,Snoqualmie Valley School District,Mount Si High School,09,549.0
5308040,Snoqualmie Valley School District,Mount Si High School,10,499.0
5308040,Snoqualmie Valley School District,Mount Si High School,11,525.0
5308040,Snoqualmie Valley School District,Mount Si High School,12,487.0
5308040,Snoqualmie Valley School District,Mount Si High School,AE,
5308040,Snoqualmie Valley School District,Mount Si High School,UG,
5308040,Snoqualmie Valley School District,Two Rivers School,09,10.0
5308040,Snoqualmie Valley School District,Two Rivers School,10,8.0
5308040,Snoqualmie Valley School District,Two Rivers School,11,12.0
5308040,Snoqualmie Valley School District,Two Rivers School,12,6.0
5308040,Snoqualmie Valley School District,Two Rivers School,AE,
5308040,Snoqualmie Valley School District,Two Rivers School,UG,
5308070,Soap Lake School District,Soap Lake Middle & High School,09,44.0
5308070,Soap Lake School District,Soap Lake Middle & High School,10,37.0
5308070,Soap Lake School District,Soap Lake Middle & High School,11,43.0
5308070,Soap Lake School District,Soap Lake Middle & High School,12,29.0
5308070,Soap Lake School District,Soap Lake Middle & High School,AE,
5308070,Soap Lake School District,Soap Lake Middle & High School,UG,
5308100,South Bend School District,South Bend High School,09,41.0
5308100,South Bend School District,South Bend High School,10,57.0
5308100,South Bend School District,South Bend High School,11,30.0
5308100,South Bend School District,South Bend High School,12,43.0
5308100,South Bend School District,South Bend High School,AE,
5308100,South Bend School District,South Bend High School,UG,
5308130,Tukwila School District,Foster Senior High School,09,215.0
5308130,Tukwila School District,Foster Senior High School,10,223.0
5308130,Tukwila School District,Foster Senior High School,11,193.0
5308130,Tukwila School District,Foster Senior High School,12,190.0
5308130,Tukwila School District,Foster Senior High School,AE,
5308130,Tukwila School District,Foster Senior High School,UG,
5308160,South Kitsap School District,Discovery,09,0.0
5308160,South Kitsap School District,Discovery,10,7.0
5308160,South Kitsap School District,Discovery,11,40.0
5308160,South Kitsap School District,Discovery,12,90.0
5308160,South Kitsap School District,Discovery,AE,
5308160,South Kitsap School District,Discovery,UG,
5308160,South Kitsap School District,South Kitsap High School,09,643.0
5308160,South Kitsap School District,South Kitsap High School,10,614.0
5308160,South Kitsap School District,South Kitsap High School,11,585.0
5308160,South Kitsap School District,South Kitsap High School,12,626.0
5308160,South Kitsap School District,South Kitsap High School,AE,
5308160,South Kitsap School District,South Kitsap High School,UG,
5308190,South Whidbey School District,South Whidbey High School,09,113.0
5308190,South Whidbey School District,South Whidbey High School,10,112.0
5308190,South Whidbey School District,South Whidbey High School,11,101.0
5308190,South Whidbey School District,South Whidbey High School,12,105.0
5308190,South Whidbey School District,South Whidbey High School,AE,
5308190,South Whidbey School District,South Whidbey High School,UG,
5308250,Spokane School District,Ferris High School,09,487.0
5308250,Spokane School District,Ferris High School,10,380.0
5308250,Spokane School District,Ferris High School,11,395.0
5308250,Spokane School District,Ferris High School,12,388.0
5308250,Spokane School District,Ferris High School,AE,
5308250,Spokane School District,Ferris High School,UG,
5308250,Spokane School District,Lewis & Clark High School,09,513.0
5308250,Spokane School District,Lewis & Clark High School,10,479.0
5308250,Spokane School District,Lewis & Clark High School,11,469.0
5308250,Spokane School District,Lewis & Clark High School,12,398.0
5308250,Spokane School District,Lewis & Clark High School,AE,
5308250,Spokane School District,Lewis & Clark High School,UG,
5308250,Spokane School District,North Central High School,09,375.0
5308250,Spokane School District,North Central High School,10,406.0
5308250,Spokane School District,North Central High School,11,344.0
5308250,Spokane School District,North Central High School,12,291.0
5308250,Spokane School District,North Central High School,AE,
5308250,Spokane School District,North Central High School,UG,
5308250,Spokane School District,On Track Academy,09,0.0
5308250,Spokane School District,On Track Academy,10,25.0
5308250,Spokane School District,On Track Academy,11,76.0
5308250,Spokane School District,On Track Academy,12,244.0
5308250,Spokane School District,On Track Academy,AE,
5308250,Spokane School District,On Track Academy,UG,
5308250,Spokane School District,Rogers High School,09,467.0
5308250,Spokane School District,Rogers High School,10,405.0
5308250,Spokane School District,Rogers High School,11,366.0
5308250,Spokane School District,Rogers High School,12,293.0
5308250,Spokane School District,Rogers High School,AE,
5308250,Spokane School District,Rogers High School,UG,
5308250,Spokane School District,Shadle Park High School,09,317.0
5308250,Spokane School District,Shadle Park High School,10,297.0
5308250,Spokane School District,Shadle Park High School,11,266.0
5308250,Spokane School District,Shadle Park High School,12,299.0
5308250,Spokane School District,Shadle Park High School,AE,
5308250,Spokane School District,Shadle Park High School,UG,
5308250,Spokane School District,The Community School,09,43.0
5308250,Spokane School District,The Community School,10,35.0
5308250,Spokane School District,The Community School,11,38.0
5308250,Spokane School District,The Community School,12,40.0
5308250,Spokane School District,The Community School,AE,
5308250,Spokane School District,The Community School,UG,
