LEAID,LEA_NAME,SCH_NAME,GRADE_LEVEL,ENROLLMENT
5308340,Stanwood-Camano School District,Lincoln Hill High School,09,26.0
5308340,Stanwood-Camano School District,Lincoln Hill High School,10,24.0
5308340,Stanwood-Camano School District,Lincoln Hill High School,11,38.0
5308340,Stanwood-Camano School District,Lincoln Hill High School,12,60.0
5308340,Stanwood-Camano School District,Lincoln Hill High School,AE,
5308340,Stanwood-Camano School District,Lincoln Hill High School,UG,
5308340,Stanwood-Camano School District,Stanwood High School,09,319.0
5308340,Stanwood-Camano School District,Stanwood High School,10,333.0
5308340,Stanwood-Camano School District,Stanwood High School,11,295.0
5308340,Stanwood-Camano School District,Stanwood High School,12,333.0
5308340,Stanwood-Camano School District,Stanwood High School,AE,
5308340,Stanwood-Camano School District,Stanwood High School,UG,
5308460,Steilacoom Hist. School District,Steilacoom High,09,234.0
5308460,Steilacoom Hist. School District,Steilacoom High,10,220.0
5308460,Steilacoom Hist. School District,Steilacoom High,11,262.0
5308460,Steilacoom Hist. School District,Steilacoom High,12,247.0
5308460,Steilacoom Hist. School District,Steilacoom High,AE,
5308460,Steilacoom Hist. School District,Steilacoom High,UG,
5308520,Stevenson-Carson School District,Stevenson High School,09,75.0
5308520,Stevenson-Carson School District,Stevenson High School,10,54.0
5308520,Stevenson-Carson School District,Stevenson High School,11,57.0
5308520,Stevenson-Carson School District,Stevenson High School,12,89.0
5308520,Stevenson-Carson School District,Stevenson High School,AE,
5308520,Stevenson-Carson School District,Stevenson High School,UG,
5308550,Sultan School District,Sultan Senior High School,09,138.0
5308550,Sultan School District,Sultan Senior High School,10,138.0
5308550,Sultan School District,Sultan Senior High School,11,123.0
5308550,Sultan School District,Sultan Senior High School,12,124.0
5308550,Sultan School District,Sultan Senior High School,AE,
5308550,Sultan School District,Sultan Senior High School,UG,
5308610,Sumner School District,Bonney Lake High School,09,425.0
5308610,Sumner School District,Bonney Lake High School,10,384.0
5308610,Sumner School District,Bonney Lake High School,11,338.0
5308610,Sumner School District,Bonney Lake High School,12,299.0
5308610,Sumner School District,Bonney Lake High School,AE,
5308610,Sumner School District,Bonney Lake High School,UG,
5308610,Sumner School District,Sumner High School,09,450.0
5308610,Sumner School District,Sumner High School,10,413.0
5308610,Sumner School District,Sumner High School,11,374.0
5308610,Sumner School District,Sumner High School,12,428.0
5308610,Sumner School District,Sumner High School,AE,
5308610,Sumner School District,Sumner High School,UG,
5308670,Sunnyside School District,Sunnyside High School,09,556.0
5308670,Sunnyside School District,Sunnyside High School,10,550.0
5308670,Sunnyside School District,Sunnyside High School,11,523.0
5308670,Sunnyside School District,Sunnyside High School,12,499.0
5308670,Sunnyside School District,Sunnyside High School,AE,
5308670,Sunnyside School District,Sunnyside High School,UG,
5308700,Tacoma School District,Foss,09,168.0
5308700,Tacoma School District,Foss,10,160.0
5308700,Tacoma School District,Foss,11,141.0
5308700,Tacoma School District,Foss,12,136.0
5308700,Tacoma School District,Foss,AE,
5308700,Tacoma School District,Foss,UG,
5308700,Tacoma School District,Industrial Design Engineering and Art,09,110.0
5308700,Tacoma School District,Industrial Design Engineering and Art,10,134.0
5308700,Tacoma School District,Industrial Design Engineering and Art,11,79.0
5308700,Tacoma School District,Industrial Design Engineering and Art,12,65.0
5308700,Tacoma School District,Industrial Design Engineering and Art,AE,
5308700,Tacoma School District,Industrial Design Engineering and Art,UG,
5308700,Tacoma School District,Lincoln,09,444.0
5308700,Tacoma School District,Lincoln,10,452.0
5308700,Tacoma School District,Lincoln,11,466.0
5308700,Tacoma School District,Lincoln,12,324.0
5308700,Tacoma School District,Lincoln,AE,
5308700,Tacoma School District,Lincoln,UG,
5308700,Tacoma School District,Mt Tahoma,09,376.0
5308700,Tacoma School District,Mt Tahoma,10,335.0
5308700,Tacoma School District,Mt Tahoma,11,361.0
5308700,Tacoma School District,Mt Tahoma,12,281.0
5308700,Tacoma School District,Mt Tahoma,AE,
5308700,Tacoma School District,Mt Tahoma,UG,
5308700,Tacoma School District,Oakland High School,09,1.0
5308700,Tacoma School District,Oakland High School,10,25.0
5308700,Tacoma School District,Oakland High School,11,46.0
5308700,Tacoma School District,Oakland High School,12,72.0
5308700,Tacoma School District,Oakland High School,AE,
5308700,Tacoma School District,Oakland High School,UG,
5308700,Tacoma School District,Science and Math Institute,09,164.0
5308700,Tacoma School District,Science and Math Institute,10,153.0
5308700,Tacoma School District,Science and Math Institute,11,145.0
5308700,Tacoma School District,Science and Math Institute,12,153.0
5308700,Tacoma School District,Science and Math Institute,AE,
5308700,Tacoma School District,Science and Math Institute,UG,
5308700,Tacoma School District,Stadium,09,425.0
5308700,Tacoma School District,Stadium,10,373.0
5308700,Tacoma School District,Stadium,11,401.0
5308700,Tacoma School District,Stadium,12,330.0
5308700,Tacoma School District,Stadium,AE,
5308700,Tacoma School District,Stadium,UG,
5308700,Tacoma School District,Tacoma Open Doors,09,0.0
5308700,Tacoma School District,Tacoma Open Doors,10,6.0
5308700,Tacoma School District,Tacoma Open Doors,11,22.0
5308700,Tacoma School District,Tacoma Open Doors,12,296.0
5308700,Tacoma School District,Tacoma Open Doors,AE,
5308700,Tacoma School District,Tacoma Open Doors,UG,
5308700,Tacoma School District,Tacoma School of the Arts,09,174.0
5308700,Tacoma School District,Tacoma School of the Arts,10,154.0
5308700,Tacoma School District,Tacoma School of the Arts,11,167.0
5308700,Tacoma School District,Tacoma School of the Arts,12,138.0
5308700,Tacoma School District,Tacoma School of the Arts,AE,
5308700,Tacoma School District,Tacoma School of the Arts,UG,
5308700,Tacoma School District,Wilson,09,318.0
5308700,Tacoma School District,Wilson,10,292.0
5308700,Tacoma School District,Wilson,11,317.0
5308700,Tacoma School District,Wilson,12,287.0
5308700,Tacoma School District,Wilson,AE,
5308700,Tacoma School District,Wilson,UG,
5308760,Tahoma School District,Tahoma Senior High School,09,688.0
5308760,Tahoma School District,Tahoma Senior High School,10,678.0
5308760,Tahoma School District,Tahoma Senior High School,11,656.0
5308760,Tahoma School District,Tahoma Senior High School,12,710.0
5308760,Tahoma School District,Tahoma Senior High School,AE,
5308760,Tahoma School District,Tahoma Senior High School,UG,
5308820,Tenino School District,Tenino High School,09,103.0
5308820,Tenino School District,Tenino High School,10,96.0
5308820,Tenino School District,Tenino High School,11,104.0
5308820,Tenino School District,Tenino High School,12,84.0
5308820,Tenino School District,Tenino High School,AE,
5308820,Tenino School District,Tenino High School,UG,
5308910,Toledo School District,Toledo High School,09,68.0
5308910,Toledo School District,Toledo High School,10,49.0
5308910,Toledo School District,Toledo High School,11,53.0
5308910,Toledo School District,Toledo High School,12,52.0
5308910,Toledo School District,Toledo High School,AE,
5308910,Toledo School District,Toledo High School,UG,
5308940,Tonasket School District,Tonasket High School,09,89.0
5308940,Tonasket School District,Tonasket High School,10,94.0
5308940,Tonasket School District,Tonasket High School,11,90.0
5308940,Tonasket School District,Tonasket High School,12,69.0
5308940,Tonasket School District,Tonasket High School,AE,
5308940,Tonasket School District,Tonasket High School,UG,
5308970,Toppenish School District,Computer Academy Toppenish High School,09,26.0
5308970,Toppenish School District,Computer Academy Toppenish High School,10,42.0
5308970,Toppenish School District,Computer Academy Toppenish High School,11,42.0
5308970,Toppenish School District,Computer Academy Toppenish High School,12,81.0
5308970,Toppenish School District,Computer Academy Toppenish High School,AE,
5308970,Toppenish School District,Computer Academy Toppenish High School,UG,
5308970,Toppenish School District,Toppenish High School,09,260.0
5308970,Toppenish School District,Toppenish High School,10,253.0
5308970,Toppenish School District,Toppenish High School,11,214.0
5308970,Toppenish School District,Toppenish High School,12,226.0
5308970,Toppenish School District,Toppenish High School,AE,
5308970,Toppenish School District,Toppenish High School,UG,
5309030,Toutle Lake School District,Toutle Lake High School,09,63.0
5309030,Toutle Lake School District,Toutle Lake High School,10,47.0
5309030,Toutle Lake School District,Toutle Lake High School,11,40.0
5309030,Toutle Lake School District,Toutle Lake High School,12,56.0
5309030,Toutle Lake School District,Toutle Lake High School,AE,
5309030,Toutle Lake School District,Toutle Lake High School,UG,
5309060,Trout Lake School District,Trout Lake School,09,18.0
5309060,Trout Lake School District,Trout Lake School,10,19.0
5309060,Trout Lake School District,Trout Lake School,11,18.0
5309060,Trout Lake School District,Trout Lake School,12,19.0
5309060,Trout Lake School District,Trout Lake School,AE,
5309060,Trout Lake School District,Trout Lake School,UG,
5309100,Tumwater School District,A G West Black Hills High School,09,205.0
5309100,Tumwater School District,A G West Black Hills High School,10,223.0
5309100,Tumwater School District,A G West Black Hills High School,11,207.0
5309100,Tumwater School District,A G West Black Hills High School,12,186.0
5309100,Tumwater School District,A G West Black Hills High School,AE,
5309100,Tumwater School District,A G West Black Hills High School,UG,
5309100,Tumwater School District,Tumwater High School,09,242.0
5309100,Tumwater School District,Tumwater High School,10,274.0
5309100,Tumwater School District,Tumwater High School,11,288.0
5309100,Tumwater School District,Tumwater High School,12,290.0
5309100,Tumwater School District,Tumwater High School,AE,
5309100,Tumwater School District,Tumwater High School,UG,
5309180,University Place School District,Curtis Senior High,09,
5309180,University Place School District,Curtis Senior High,10,486.0
5309180,University Place School District,Curtis Senior High,11,441.0
5309180,University Place School District,Curtis Senior High,12,454.0
5309180,University Place School District,Curtis Senior High,AE,
5309180,University Place School District,Curtis Senior High,UG,
5309270,Vancouver School District,Columbia River High,09,329.0
5309270,Vancouver School District,Columbia River High,10,306.0
5309270,Vancouver School District,Columbia River High,11,288.0
5309270,Vancouver School District,Columbia River High,12,266.0
5309270,Vancouver School District,Columbia River High,AE,
5309270,Vancouver School District,Columbia River High,UG,
5309270,Vancouver School District,Fort Vancouver High School,09,410.0
5309270,Vancouver School District,Fort Vancouver High School,10,432.0
5309270,Vancouver School District,Fort Vancouver High School,11,386.0
5309270,Vancouver School District,Fort Vancouver High School,12,380.0
5309270,Vancouver School District,Fort Vancouver High School,AE,
5309270,Vancouver School District,Fort Vancouver High School,UG,
5309270,Vancouver School District,Hudson's Bay High School,09,325.0
5309270,Vancouver School District,Hudson's Bay High School,10,329.0
5309270,Vancouver School District,Hudson's Bay High School,11,284.0
5309270,Vancouver School District,Hudson's Bay High School,12,246.0
5309270,Vancouver School District,Hudson's Bay High School,AE,
5309270,Vancouver School District,Hudson's Bay High School,UG,
5309270,Vancouver School District,Open Doors,09,
5309270,Vancouver School District,Open Doors,10,1.0
5309270,Vancouver School District,Open Doors,11,48.0
5309270,Vancouver School District,Open Doors,12,170.0
5309270,Vancouver School District,Open Doors,AE,
5309270,Vancouver School District,Open Doors,UG,
5309270,Vancouver School District,Skyview High School,09,452.0
5309270,Vancouver School District,Skyview High School,10,419.0
5309270,Vancouver School District,Skyview High School,11,489.0
5309270,Vancouver School District,Skyview High School,12,441.0
5309270,Vancouver School District,Skyview High School,AE,
5309270,Vancouver School District,Skyview High School,UG,
5309270,Vancouver School District,Vancouver School of Arts and Academics,09,96.0
5309270,Vancouver School District,Vancouver School of Arts and Academics,10,87.0
5309270,Vancouver School District,Vancouver School of Arts and Academics,11,72.0
5309270,Vancouver School District,Vancouver School of Arts and Academics,12,64.0
5309270,Vancouver School District,Vancouver School of Arts and Academics,AE,
5309270,Vancouver School District,Vancouver School of Arts and Academics,UG,
5309270,Vancouver School District,Vancouver Virtual Learning Academy,09,16.0
5309270,Vancouver School District,Vancouver Virtual Learning Academy,10,45.0
5309270,Vancouver School District,Vancouver Virtual Learning Academy,11,40.0
5309270,Vancouver School District,Vancouver Virtual Learning Academy,12,117.0
5309270,Vancouver School District,Vancouver Virtual Learning Academy,AE,
5309270,Vancouver School District,Vancouver Virtual Learning Academy,UG,
5309270,Vancouver School District,Vancouver iTech Preparatory,09,97.0
5309270,Vancouver School District,Vancouver iTech Preparatory,10,76.0
5309270,Vancouver School District,Vancouver iTech Preparatory,11,55.0
5309270,Vancouver School District,Vancouver iTech Preparatory,12,47.0
5309270,Vancouver School District,Vancouver iTech Preparatory,AE,
5309270,Vancouver School District,Vancouver iTech Preparatory,UG,
5309300,Vashon Island School District,Vashon Island High School,09,144.0
5309300,Vashon Island School District,Vashon Island High School,10,127.0
5309300,Vashon Island School District,Vashon Island High School,11,130.0
5309300,Vashon Island School District,Vashon Island High School,12,118.0
5309300,Vashon Island School District,Vashon Island High School,AE,
5309300,Vashon Island School District,Vashon Island High School,UG,
5309330,Wahkiakum School District,Wahkiakum High School,09,47.0
5309330,Wahkiakum School District,Wahkiakum High School,10,48.0
5309330,Wahkiakum School District,Wahkiakum High School,11,44.0
5309330,Wahkiakum School District,Wahkiakum High School,12,63.0
5309330,Wahkiakum School District,Wahkiakum High School,AE,
5309330,Wahkiakum School District,Wahkiakum High School,UG,
5309360,Wahluke School District,Wahluke High School,09,205.0
5309360,Wahluke School District,Wahluke High School,10,203.0
5309360,Wahluke School District,Wahluke High School,11,133.0
5309360,Wahluke School District,Wahluke High School,12,145.0
5309360,Wahluke School District,Wahluke High School,AE,
5309360,Wahluke School District,Wahluke High School,UG,
5309450,Walla Walla Public Schools,Lincoln High School,09,20.0
5309450,Walla Walla Public Schools,Lincoln High School,10,27.0
5309450,Walla Walla Public Schools,Lincoln High School,11,27.0
5309450,Walla Walla Public Schools,Lincoln High School,12,36.0
5309450,Walla Walla Public Schools,Lincoln High School,AE,
5309450,Walla Walla Public Schools,Lincoln High School,UG,
5309450,Walla Walla Public Schools,Walla Walla High School,09,372.0
5309450,Walla Walla Public Schools,Walla Walla High School,10,393.0
5309450,Walla Walla Public Schools,Walla Walla High School,11,419.0
5309450,Walla Walla Public Schools,Walla Walla High School,12,339.0
5309450,Walla Walla Public Schools,Walla Walla High School,AE,
5309450,Walla Walla Public Schools,Walla Walla High School,UG,
5309450,Walla Walla Public Schools,Walla Walla Open Doors,09,
5309450,Walla Walla Public Schools,Walla Walla Open Doors,10,
5309450,Walla Walla Public Schools,Walla Walla Open Doors,11,17.0
5309450,Walla Walla Public Schools,Walla Walla Open Doors,12,129.0
5309450,Walla Walla Public Schools,Walla Walla Open Doors,AE,
5309450,Walla Walla Public Schools,Walla Walla Open Doors,UG,
5309480,Wapato School District,Wapato High School,09,288.0
5309480,Wapato School District,Wapato High School,10,219.0
5309480,Wapato School District,Wapato High School,11,199.0
5309480,Wapato School District,Wapato High School,12,182.0
5309480,Wapato School District,Wapato High School,AE,
5309480,Wapato School District,Wapato High School,UG,
5309510,Warden School District,Warden High School,09,84.0
5309510,Warden School District,Warden High School,10,68.0
5309510,Warden School District,Warden High School,11,71.0
5309510,Warden School District,Warden High School,12,52.0
5309510,Warden School District,Warden High School,AE,
5309510,Warden School District,Warden High School,UG,
5309540,Washougal School District,Washougal High School,09,254.0
5309540,Washougal School District,Washougal High School,10,251.0
5309540,Washougal School District,Washougal High School,11,235.0
5309540,Washougal School District,Washougal High School,12,277.0
5309540,Washougal School District,Washougal High School,AE,
5309540,Washougal School District,Washougal High School,UG,
5309600,Waterville School District,Waterville High School,09,25.0
5309600,Waterville School District,Waterville High School,10,26.0
5309600,Waterville School District,Waterville High School,11,23.0
5309600,Waterville School District,Waterville High School,12,23.0
5309600,Waterville School District,Waterville High School,AE,
5309600,Waterville School District,Waterville High School,UG,
5309660,Wenatchee School District,Open Doors Re-Engagement,09,0.0
5309660,Wenatchee School District,Open Doors Re-Engagement,10,4.0
5309660,Wenatchee School District,Open Doors Re-Engagement,11,16.0
5309660,Wenatchee School District,Open Doors Re-Engagement,12,83.0
5309660,Wenatchee School District,Open Doors Re-Engagement,AE,
5309660,Wenatchee School District,Open Doors Re-Engagement,UG,
5309660,Wenatchee School District,Wenatchee High School,09,577.0
5309660,Wenatchee School District,Wenatchee High School,10,511.0
5309660,Wenatchee School District,Wenatchee High School,11,500.0
5309660,Wenatchee School District,Wenatchee High School,12,439.0
5309660,Wenatchee School District,Wenatchee High School,AE,
5309660,Wenatchee School District,Wenatchee High School,UG,
5309660,Wenatchee School District,Westside High School,09,15.0
5309660,Wenatchee School District,Westside High School,10,24.0
5309660,Wenatchee School District,Westside High School,11,70.0
5309660,Wenatchee School District,Westside High School,12,148.0
5309660,Wenatchee School District,Westside High School,AE,
5309660,Wenatchee School District,Westside High School,UG,
5309690,West Valley School District (Spokane),Dishman Hills High School,09,16.0
5309690,West Valley School District (Spokane),Dishman Hills High School,10,43.0
5309690,West Valley School District (Spokane),Dishman Hills High School,11,77.0
5309690,West Valley School District (Spokane),Dishman Hills High School,12,98.0
5309690,West Valley School District (Spokane),Dishman Hills High School,AE,
5309690,West Valley School District (Spokane),Dishman Hills High School,UG,
5309690,West Valley School District (Spokane),Spokane Valley High School,09,27.0
5309690,West Valley School District (Spokane),Spokane Valley High School,10,40.0
5309690,West Valley School District (Spokane),Spokane Valley High School,11,71.0
5309690,West Valley School District (Spokane),Spokane Valley High School,12,97.0
5309690,West Valley School District (Spokane),Spokane Valley High School,AE,
5309690,West Valley School District (Spokane),Spokane Valley High School,UG,
5309690,West Valley School District (Spokane),West Valley High School,09,249.0
5309690,West Valley School District (Spokane),West Valley High School,10,218.0
5309690,West Valley School District (Spokane),West Valley High School,11,230.0
5309690,West Valley School District (Spokane),West Valley High School,12,202.0
5309690,West Valley School District (Spokane),West Valley High School,AE,
5309690,West Valley School District (Spokane),West Valley High School,UG,
5309720,West Valley School District (Yakima),WEST VALLEY VIRTUAL ACADEMY 9-12,09,36.0
5309720,West Valley School District (Yakima),WEST VALLEY VIRTUAL ACADEMY 9-12,10,44.0
5309720,West Valley School District (Yakima),WEST VALLEY VIRTUAL ACADEMY 9-12,11,54.0
5309720,West Valley School District (Yakima),WEST VALLEY VIRTUAL ACADEMY 9-12,12,51.0
5309720,West Valley School District (Yakima),WEST VALLEY VIRTUAL ACADEMY 9-12,AE,
5309720,West Valley School District (Yakima),WEST VALLEY VIRTUAL ACADEMY 9-12,UG,
5309720,West Valley School District (Yakima),West Valley High School,09,413.0
5309720,West Valley School District (Yakima),West Valley High School,10,370.0
5309720,West Valley School District (Yakima),West Valley High School,11,372.0
5309720,West Valley School District (Yakima),West Valley High School,12,384.0
5309720,West Valley School District (Yakima),West Valley High School,AE,
5309720,West Valley School District (Yakima),West Valley High School,UG,
5309750,White Pass School District,White Pass Jr. Sr. High School,09,23.0
5309750,White Pass School District,White Pass Jr. Sr. High School,10,42.0
5309750,White Pass School District,White Pass Jr. Sr. High School,11,23.0
5309750,White Pass School District,White Pass Jr. Sr. High School,12,27.0
5309750,White Pass School District,White Pass Jr. Sr. High School,AE,
5309750,White Pass School District,White Pass Jr. Sr. High School,UG,
5309780,White River School District,White River High School,09,313.0
5309780,White River School District,White River High School,10,273.0
5309780,White River School District,White River High School,11,306.0
5309780,White River School District,White River High School,12,285.0
5309780,White River School District,White River High School,AE,
5309780,White River School District,White River High School,UG,
5309810,White Salmon Valley School District,Columbia High School,09,84.0
5309810,White Salmon Valley School District,Columbia High School,10,69.0
5309810,White Salmon Valley School District,Columbia High School,11,95.0
5309810,White Salmon Valley School District,Columbia High School,12,82.0
5309810,White Salmon Valley School District,Columbia High School,AE,
5309810,White Salmon Valley School District,Columbia High School,UG,
5309840,Wilbur School District,Wilbur Secondary School,09,24.0
5309840,Wilbur School District,Wilbur Secondary School,10,24.0
5309840,Wilbur School District,Wilbur Secondary School,11,27.0
5309840,Wilbur School District,Wilbur Secondary School,12,18.0
5309840,Wilbur School District,Wilbur Secondary School,AE,
5309840,Wilbur School District,Wilbur Secondary School,UG,
5309870,Willapa Valley School District,Willapa Valley Middle-High,09,23.0
5309870,Willapa Valley School District,Willapa Valley Middle-High,10,31.0
5309870,Willapa Valley School District,Willapa Valley Middle-High,11,38.0
5309870,Willapa Valley School District,Willapa Valley Middle-High,12,21.0
5309870,Willapa Valley School District,Willapa Valley Middle-High,AE,
5309870,Willapa Valley School District,Willapa Valley Middle-High,UG,
5309930,Winlock School District,Winlock Senior High,09,60.0
5309930,Winlock School District,Winlock Senior High,10,50.0
5309930,Winlock School District,Winlock Senior High,11,42.0
5309930,Winlock School District,Winlock Senior High,12,48.0
5309930,Winlock School District,Winlock Senior High,AE,
5309930,Winlock School District,Winlock Senior High,UG,
5310050,Woodland School District,Woodland Alternative School,09,15.0
5310050,Woodland School District,Woodland Alternative School,10,43.0
5310050,Woodland School District,Woodland Alternative School,11,49.0
5310050,Woodland School District,Woodland Alternative School,12,52.0
5310050,Woodland School District,Woodland Alternative School,AE,
5310050,Woodland School District,Woodland Alternative School,UG,
5310050,Woodland School District,Woodland High School,09,151.0
5310050,Woodland School District,Woodland High School,10,172.0
5310050,Woodland School District,Woodland High School,11,139.0
5310050,Woodland School District,Woodland High School,12,159.0
5310050,Woodland School District,Woodland High School,AE,
5310050,Woodland School District,Woodland High School,UG,
5310110,Yakima School District,Davis High School,09,747.0
5310110,Yakima School District,Davis High School,10,652.0
5310110,Yakima School District,Davis High School,11,610.0
5310110,Yakima School District,Davis High School,12,541.0
5310110,Yakima School District,Davis High School,AE,
5310110,Yakima School District,Davis High School,UG,
5310110,Yakima School District,Eisenhower High School,09,489.0
5310110,Yakima School District,Eisenhower High School,10,456.0
5310110,Yakima School District,Eisenhower High School,11,493.0
5310110,Yakima School District,Eisenhower High School,12,468.0
5310110,Yakima School District,Eisenhower High School,AE,
5310110,Yakima School District,Eisenhower High School,UG,
5310110,Yakima School District,Stanton Academy,09,18.0
5310110,Yakima School District,Stanton Academy,10,70.0
5310110,Yakima School District,Stanton Academy,11,68.0
5310110,Yakima School District,Stanton Academy,12,127.0
5310110,Yakima School District,Stanton Academy,AE,
5310110,Yakima School District,Stanton Academy,UG,
5310110,Yakima School District,Yakima Online,09,18.0
5310110,Yakima School District,Yakima Online,10,27.0
5310110,Yakima School District,Yakima Online,11,35.0
5310110,Yakima School District,Yakima Online,12,42.0
5310110,Yakima School District,Yakima Online,AE,
5310110,Yakima School District,Yakima Online,UG,
5310110,Yakima School District,Yakima Open Doors,09,0.0
5310110,Yakima School District,Yakima Open Doors,10,5.0
5310110,Yakima School District,Yakima Open Doors,11,37.0
5310110,Yakima School District,Yakima Open Doors,12,78.0
5310110,Yakima School District,Yakima Open Doors,AE,
5310110,Yakima School District,Yakima Open Doors,UG,
5310140,Yelm School District,Yelm High School 12,09,430.0
5310140,Yelm School District,Yelm High School 12,10,410.0
5310140,Yelm School District,Yelm High School 12,11,359.0
5310140,Yelm School District,Yelm High School 12,12,380.0
5310140,Yelm School District,Yelm High School 12,AE,
5310140,Yelm School District,Yelm High School 12,UG,
5310170,Zillah School District,Zillah High School,09,117.0
5310170,Zillah School District,Zillah High School,10,93.0
5310170,Zillah School District,Zillah High School,11,115.0
5310170,Zillah School District,Zillah High School,12,118.0
5310170,Zillah School District,Zillah High School,AE,
5310170,Zillah School District,Zillah High School,UG,
5900057,Yakama Nation Tribal School,Yakama Nation Tribal School,09,23.0
5900057,Yakama Nation Tribal School,Yakama Nation Tribal School,10,29.0
5900057,Yakama Nation Tribal School,Yakama Nation Tribal School,11,33.0
5900057,Yakama Nation Tribal School,Yakama Nation Tribal School,12,35.0
5900057,Yakama Nation Tribal School,Yakama Nation Tribal School,AE,
5900057,Yakama Nation Tribal School,Yakama Nation Tribal School,UG,
5900115,LUMMI HIGH SCHOOL,LUMMI HIGH SCHOOL,09,32.0
5900115,LUMMI HIGH SCHOOL,LUMMI HIGH SCHOOL,10,26.0
5900115,LUMMI HIGH SCHOOL,LUMMI HIGH SCHOOL,11,28.0
5900115,LUMMI HIGH SCHOOL,LUMMI HIGH SCHOOL,12,34.0
5900115,LUMMI HIGH SCHOOL,LUMMI HIGH SCHOOL,AE,
5900115,LUMMI HIGH SCHOOL,LUMMI HIGH SCHOOL,UG,
